[2026-04-15T03:53:53.332Z] GET http://localhost:1313/ → 200 (1ms, 28023B)
[2026-04-15T03:53:53.337Z] GET http://localhost:1313/img/family.png → 200 (12ms, 4624544B)
[2026-04-15T03:53:53.337Z] GET http://localhost:1313/img/friends.jpeg → 200 (18ms, 249763B)
[2026-04-15T03:53:53.338Z] GET http://localhost:1313/img/dance2.jpeg → 200 (20ms, 153609B)
[2026-04-15T03:53:53.338Z] GET http://localhost:1313/img/tabletennis.jpeg → 200 (20ms, 176636B)
[2026-04-15T03:53:53.362Z] GET https://www.gstatic.com/firebasejs/9.23.0/firebase-app.js → 200 (97ms, 93364B)
[2026-04-15T03:53:53.362Z] GET https://www.gstatic.com/firebasejs/9.23.0/firebase-firestore.js → 200 (153ms, 345577B)
[2026-04-15T03:53:53.362Z] GET https://www.gstatic.com/firebasejs/9.23.0/firebase-auth.js → 200 (134ms, 126580B)
[2026-04-15T03:53:53.522Z] POST https://identitytoolkit.googleapis.com/v1/accounts:signUp?key=AIzaSyC991uIePxJTsnDgHnle6DWXWLq4Icnoys → pending (?ms, ?B)
[2026-04-15T03:53:54.132Z] POST https://identitytoolkit.googleapis.com/v1/accounts:lookup?key=AIzaSyC991uIePxJTsnDgHnle6DWXWLq4Icnoys → 200 (120ms, 258B)
[2026-04-15T03:53:54.265Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Frobsite-efa74%2Fdatabases%2F(default)&RID=82808&CVER=22&X-HTTP-Session-Id=gsessionid&zx=ze60d84xtdqa&t=1 → 200 (136ms, 54B)
[2026-04-15T03:53:54.403Z] GET https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?gsessionid=-Fpx0NZGtqaNuMgmzau9u9lgcky_4dhA4Fz-EnMBOUfou5uzfeVQgA&VER=8&database=projects%2Frobsite-efa74%2Fdatabases%2F(default)&RID=rpc&SID=JUvCNBnk-DL_fbzAjyHghA&AID=0&CI=0&TYPE=xmlhttp&zx=4u0c66240mlx&t=1 → 200 (180ms, ?B)
[2026-04-15T03:53:54.591Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Frobsite-efa74%2Fdatabases%2F(default)&gsessionid=-Fpx0NZGtqaNuMgmzau9u9lgcky_4dhA4Fz-EnMBOUfou5uzfeVQgA&SID=JUvCNBnk-DL_fbzAjyHghA&RID=82809&AID=5&zx=46mj6kmepk7o&t=1 → 200 (74ms, 10B)
[2026-04-15T03:53:54.592Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Write/channel?VER=8&database=projects%2Frobsite-efa74%2Fdatabases%2F(default)&RID=13432&CVER=22&X-HTTP-Session-Id=gsessionid&zx=4fiim8ac4hde&t=1 → 200 (89ms, 54B)
[2026-04-15T03:53:54.682Z] GET https://firestore.googleapis.com/google.firestore.v1.Firestore/Write/channel?gsessionid=msDzbN293u26vp_gqRohVhmeY3wD5OPJTWz7y1C56aWkeWyK66QzvA&VER=8&database=projects%2Frobsite-efa74%2Fdatabases%2F(default)&RID=rpc&SID=3OWLXL9I8mdT2IblkqvrUg&AID=0&CI=0&TYPE=xmlhttp&zx=9dqib441t1cj&t=1 → pending (?ms, ?B)
[2026-04-15T03:53:54.762Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Write/channel?VER=8&database=projects%2Frobsite-efa74%2Fdatabases%2F(default)&gsessionid=msDzbN293u26vp_gqRohVhmeY3wD5OPJTWz7y1C56aWkeWyK66QzvA&SID=3OWLXL9I8mdT2IblkqvrUg&RID=13433&AID=1&zx=pqercmoyqjdg&t=1 → 200 (53ms, 10B)
[2026-04-15T03:53:56.770Z] GET http://localhost:1313/ → 200 (1ms, 28023B)
[2026-04-15T03:53:56.774Z] GET https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?gsessionid=-Fpx0NZGtqaNuMgmzau9u9lgcky_4dhA4Fz-EnMBOUfou5uzfeVQgA&VER=8&database=projects%2Frobsite-efa74%2Fdatabases%2F(default)&RID=rpc&SID=JUvCNBnk-DL_fbzAjyHghA&AID=6&CI=0&TYPE=xmlhttp&zx=quicrboyod7&t=1 → pending (?ms, ?B)
[2026-04-15T03:53:56.774Z] GET https://firestore.googleapis.com/google.firestore.v1.Firestore/Write/channel?gsessionid=msDzbN293u26vp_gqRohVhmeY3wD5OPJTWz7y1C56aWkeWyK66QzvA&VER=8&database=projects%2Frobsite-efa74%2Fdatabases%2F(default)&RID=rpc&SID=3OWLXL9I8mdT2IblkqvrUg&AID=2&CI=0&TYPE=xmlhttp&zx=k6zwytywnlei&t=1 → pending (?ms, ?B)
[2026-04-15T03:53:56.775Z] GET http://localhost:1313/livereload.js?mindelay=10&v=2&port=1313&path=livereload → 200 (5ms, 80069B)
[2026-04-15T03:53:56.775Z] GET http://localhost:1313/css/main.bundle.min.b02c8e5d4bb11bde6eced13a80212f4a60397da841cb81033eb34859b66223fa584b0b9ac4869e4c8d9c6ee3e64a7e60878e955a87373e8c077a0508e31d4d19.css → 200 (?ms, 116287B)
[2026-04-15T03:53:56.775Z] GET http://localhost:1313/js/appearance.min.6f41174b3a05b680820fe08cadbfa5fb7a7ca347b76a0955cdc68b9d8aca1ce24f0547e138cea33bcc7904d551a90afcb1cc7f2d9fe8557075d501419046c08c.js → 200 (1ms, 2433B)
[2026-04-15T03:53:56.776Z] GET http://localhost:1313/lib/zoom/zoom.min.umd.a527109b68c082a70f3697716dd72a9d5aa8b545cf800cecbbc7399f2ca6f6e0ce3e431f2062b48bbfa47c9ea42822714060bef309be073f49b9c0e30d318d7b.js → 200 (?ms, 8828B)
[2026-04-15T03:53:56.776Z] GET http://localhost:1313/js/main.bundle.min.344e80d4bd8ab01685eb84845598ee7f82be1bddfdb9119800d7f6abe4757b3429132637282b4166e2a50f24bc9c2f4ce3f74ae56805a2ad6885dfc3d25e836a.js → 200 (?ms, 32830B)
[2026-04-15T03:53:56.777Z] GET http://localhost:1313/lib/katex/katex.min.0e82640c6e0446e25f839358b51263febf081478efad06a7a4dbafc2442d68c2d0a04c37b0bc6ca18aa33a126ee3993474947b0c61f3c83af06c0bbd89587f4b.css → 200 (?ms, 23804B)
[2026-04-15T03:53:56.777Z] GET http://localhost:1313/js/katex.bundle.d76c6b66ae0f51600881e8f6d9755803fabf68e645bf345f6305ac5abe87edbdc11c367847df47880f1c41511847982df778a8fa5b199ef4e3b8f956cae7e555.js → 200 (?ms, 274291B)
[2026-04-15T03:53:56.777Z] GET http://localhost:1313/js/firebase.min.cad74e0625f72f359ec6d6fed579b87733749de70400e7614048050ed08832ee3f58983d5d139fb1ddc5f7f2f5047d45ed80ec923534a3660fc3a7965f936866.js → 200 (1ms, 2944B)
[2026-04-15T03:53:56.778Z] GET http://localhost:1313/js/background-blur.min.605b3b942818f0ab5a717ae446135ec46b8ee5a2ad12ae56fb90dc2a76ce30c388f9fec8bcc18db15bd47e3fa8a09d779fa12aa9c184cf614a315bc72c6c163d.js → 200 (?ms, 826B)
[2026-04-15T03:53:56.778Z] GET http://localhost:1313/img/robby_hu_1647b2e2c315d1a5.jpeg → 200 (?ms, 22858B)
[2026-04-15T03:53:56.778Z] GET http://localhost:1313/img/theatre.jpeg → 200 (?ms, 399099B)
[2026-04-15T03:53:56.778Z] GET http://localhost:1313/img/family.png → 200 (?ms, 4624544B)
[2026-04-15T03:53:56.778Z] GET http://localhost:1313/img/friends.jpeg → 200 (?ms, 249763B)
[2026-04-15T03:53:56.779Z] GET http://localhost:1313/img/dance2.jpeg → 200 (?ms, 153609B)
[2026-04-15T03:53:56.779Z] GET http://localhost:1313/img/tabletennis.jpeg → 200 (?ms, 176636B)
[2026-04-15T03:53:56.779Z] GET https://www.gstatic.com/firebasejs/9.23.0/firebase-app.js → 200 (1ms, 93364B)
[2026-04-15T03:53:56.780Z] GET https://www.gstatic.com/firebasejs/9.23.0/firebase-firestore.js → 200 (?ms, 345577B)
[2026-04-15T03:53:56.780Z] GET https://www.gstatic.com/firebasejs/9.23.0/firebase-auth.js → 200 (?ms, 126580B)
[2026-04-15T03:53:56.823Z] POST https://identitytoolkit.googleapis.com/v1/accounts:lookup?key=AIzaSyC991uIePxJTsnDgHnle6DWXWLq4Icnoys → 200 (59ms, 258B)
[2026-04-15T03:54:02.314Z] GET http://localhost:1313/ → 200 (?ms, 28023B)
[2026-04-15T03:54:02.317Z] GET http://localhost:1313/livereload.js?mindelay=10&v=2&port=1313&path=livereload → 200 (9ms, 80069B)
[2026-04-15T03:54:02.318Z] GET http://localhost:1313/css/main.bundle.min.b02c8e5d4bb11bde6eced13a80212f4a60397da841cb81033eb34859b66223fa584b0b9ac4869e4c8d9c6ee3e64a7e60878e955a87373e8c077a0508e31d4d19.css → 200 (?ms, 116287B)
[2026-04-15T03:54:02.318Z] GET http://localhost:1313/js/appearance.min.6f41174b3a05b680820fe08cadbfa5fb7a7ca347b76a0955cdc68b9d8aca1ce24f0547e138cea33bcc7904d551a90afcb1cc7f2d9fe8557075d501419046c08c.js → 200 (?ms, 2433B)
[2026-04-15T03:54:02.318Z] GET http://localhost:1313/lib/zoom/zoom.min.umd.a527109b68c082a70f3697716dd72a9d5aa8b545cf800cecbbc7399f2ca6f6e0ce3e431f2062b48bbfa47c9ea42822714060bef309be073f49b9c0e30d318d7b.js → 200 (1ms, 8828B)
[2026-04-15T03:54:02.319Z] GET http://localhost:1313/js/main.bundle.min.344e80d4bd8ab01685eb84845598ee7f82be1bddfdb9119800d7f6abe4757b3429132637282b4166e2a50f24bc9c2f4ce3f74ae56805a2ad6885dfc3d25e836a.js → 200 (?ms, 32830B)
[2026-04-15T03:54:02.319Z] GET http://localhost:1313/lib/katex/katex.min.0e82640c6e0446e25f839358b51263febf081478efad06a7a4dbafc2442d68c2d0a04c37b0bc6ca18aa33a126ee3993474947b0c61f3c83af06c0bbd89587f4b.css → 200 (?ms, 23804B)
[2026-04-15T03:54:02.319Z] GET http://localhost:1313/js/katex.bundle.d76c6b66ae0f51600881e8f6d9755803fabf68e645bf345f6305ac5abe87edbdc11c367847df47880f1c41511847982df778a8fa5b199ef4e3b8f956cae7e555.js → 200 (?ms, 274291B)
[2026-04-15T03:54:02.319Z] GET http://localhost:1313/js/firebase.min.cad74e0625f72f359ec6d6fed579b87733749de70400e7614048050ed08832ee3f58983d5d139fb1ddc5f7f2f5047d45ed80ec923534a3660fc3a7965f936866.js → 200 (?ms, 2944B)
[2026-04-15T03:54:02.319Z] GET http://localhost:1313/js/background-blur.min.605b3b942818f0ab5a717ae446135ec46b8ee5a2ad12ae56fb90dc2a76ce30c388f9fec8bcc18db15bd47e3fa8a09d779fa12aa9c184cf614a315bc72c6c163d.js → 200 (1ms, 826B)
[2026-04-15T03:54:02.320Z] GET http://localhost:1313/img/robby_hu_1647b2e2c315d1a5.jpeg → 200 (?ms, 22858B)
[2026-04-15T03:54:02.320Z] GET http://localhost:1313/img/theatre.jpeg → 200 (?ms, 399099B)
[2026-04-15T03:54:02.321Z] GET http://localhost:1313/img/family.png → 200 (?ms, 4624544B)
[2026-04-15T03:54:02.321Z] GET http://localhost:1313/img/friends.jpeg → 200 (?ms, 249763B)
[2026-04-15T03:54:02.321Z] GET http://localhost:1313/img/dance2.jpeg → 200 (?ms, 153609B)
[2026-04-15T03:54:02.321Z] GET http://localhost:1313/img/tabletennis.jpeg → 200 (?ms, 176636B)
[2026-04-15T03:54:02.323Z] GET https://www.gstatic.com/firebasejs/9.23.0/firebase-app.js → 200 (?ms, 93364B)
[2026-04-15T03:54:02.324Z] GET https://www.gstatic.com/firebasejs/9.23.0/firebase-firestore.js → 200 (?ms, 345577B)
[2026-04-15T03:54:02.325Z] GET https://www.gstatic.com/firebasejs/9.23.0/firebase-auth.js → 200 (1ms, 126580B)
[2026-04-15T03:54:02.364Z] POST https://identitytoolkit.googleapis.com/v1/accounts:lookup?key=AIzaSyC991uIePxJTsnDgHnle6DWXWLq4Icnoys → 200 (61ms, 258B)
